Speaker,Talk
门子,这一种拐子单管偷拐五六岁的儿女，养在一个僻静之处，到十一二岁，度其容貌，带至他乡转卖．当日这英莲，我们天天哄他顽耍，虽隔了七八年，如今十二三岁的光景，其模样虽然出脱得齐整好些，然大概相貌，自是不改，熟人易认．况且他眉心中原有米粒大小的一点胭脂т，从胎里带来的，所以我却认得．偏生这拐子又租了我的房舍居住，那日拐子不在家，我也曾问他．他是被拐子打怕了的，万不敢说，只说拐子系他亲爹，因无钱偿债，故卖他．我又哄之再四，他又哭了，只说`我不记得小时之事！-这可无疑了．那日冯公子相看了，兑了银子，拐子醉了，他自叹道：`我今日罪孽可满了！-后又听见冯公子令三日之后过门，他又转有忧愁之态．我又不忍其形景，等拐子出去，又命内人去解释他：`这冯公子必待好日期来接，可知必不以丫鬟相看．况他是个绝风流人品，家里颇过得，素习又最厌恶堂客，今竟破价买你，后事不言可知．只耐得三两日，何必忧闷！-他听如此说，方才略解忧闷，自为从此得所．谁料天下竟有这等不如意事，第二日，他偏又卖与薛家．若卖与第二个人还好，这薛公子的混名人称`呆霸王-，最是天下第一个弄性尚气的人，而且使钱如土，遂打了个落花流水，生拖死拽，把个英莲拖去，如今也不知死活．这冯公子空喜一场，一念未遂，反花了钱，送了命，岂不可叹！
雨村,这也是他们的孽障遭遇，亦非偶然．不然这冯渊如何偏只看准了这英莲？这英莲受了拐子这几年折磨，才得了个头路，且又是个多情的，若能聚合了，倒是件美事，偏又生出这段事来．这薛家纵比冯家富贵，想其为人，自然姬妾众多，淫佚无度，未必及冯渊定情于一人者．这正是梦幻情缘，恰遇一对薄命儿女．且不要议论他，只目今这官司，如何剖断才好？
门子,老爷当年何其明决，今日何反成了个没主意的人了！小的闻得老爷补升此任，亦系贾府王府之力，此薛蟠即贾府之亲，老爷何不顺水行舟，作个整人情，将此案了结，日后也好去见贾府王府。
雨村,你说的何尝不是．但事关人命，蒙皇上隆恩，起复委用，实是重生再造，正当殚心竭力图报之时，岂可因私而废法？是我实不能忍为者。
门子,老爷说的何尝不是大道理，但只是如今世上是行不去的．岂不闻古人有云：`大丈夫相时而动-，又曰`趋吉避凶者为君子-．依老爷这一说，不但不能报效朝廷，亦且自身不保，还要三思为妥。
雨村,依你怎么样？
门子,小人已想了一个极好的主意在此：老爷明日坐堂，只管虚张声势，动文书发签拿人．原凶自然是拿不来的，原告固是定要将薛家族中及奴仆人等拿几个来拷问．小的在暗中调停，令他们报个暴病身亡，令族中及地方上共递一张保呈，老爷只说善能扶鸾请仙，堂上设下乩坛，令军民人等只管来看．老爷就说：`乩仙批了，死者冯渊与薛蟠原因夙孽相逢，今狭路既遇，原应了结．薛蟠今已得了无名之病，被冯魂追索已死．其祸皆因拐子某人而起，拐之人原系某乡某姓人氏，按法处治，余不略及-等语．小人暗中嘱托拐子，令其实招．众人见乩仙批语与拐子相符，余者自然也都不虚了．薛家有的是钱，老爷断一千也可，五百也可，与冯家作烧埋之费．那冯家也无甚要紧的人，不过为的是钱，见有了这个银子，想来也就无话了．老爷细想此计如何？
雨村,不妥，不妥．等我再斟酌斟酌，或可压服口声。
薛蟠,我正愁进京去有个嫡亲的母舅管辖着，不能任意挥霍挥霍，偏如今又升出去了，可知天从人愿。
母亲,何必如此招摇！咱们这一进京，原该先拜望亲友，或是在你舅舅家，或是你姨爹家．他两家的房舍极是便宜的，咱们先能着住下，再慢慢的着人去收拾，岂不消停些。
薛蟠,如今舅舅正升了外省去，家里自然忙乱起身，咱们这工夫一窝一拖的奔了去，岂不没眼色。
母亲,你舅舅家虽升了去，还有你姨爹家．况这几年来，你舅舅姨娘两处，每每带信捎书，接咱们来．如今既来了，你舅舅虽忙着起身，你贾家姨娘未必不苦留我们．咱们且忙忙收拾房屋，岂不使人见怪？你的意思我却知道，守着舅舅姨爹住着，未免拘紧了你，不如你各自住着，好任意施为．你既如此，你自去挑所宅子去住，我和你姨娘，姊妹们别了这几年，却要厮守几日，我带了你妹子投你姨娘家去，你道好不好？
家人,姨太太带了哥儿姐儿，合家进京，正在门外下车。
人,姨太太已有了春秋，外甥年轻不知世路，在外住着恐有人生事．咱们东北角上梨香院一所十来间房，白空闲着，打扫了，请姨太太和姐儿哥儿住了甚好。
贾母,请姨太太就在这里住下，大家亲密些
薛姨妈,一应日费供给一概免却，方是处常之法。
秦氏,我们这里有给宝叔收拾下的屋子，老祖宗放心，只管交与我就是了。
秦氏,这里还不好，可往那里去呢？不然往我屋里去吧。
嬷嬷,那里有个叔叔往侄儿房里睡觉的理？
秦氏,嗳哟哟，不怕他恼．他能多大呢，就忌讳这些个！上月你没看见我那个兄弟来了，虽然与宝叔同年，两个人若站在一处，只怕那个还高些呢。
宝玉,我怎么没见过？你带他来我瞧瞧。
众人,隔着二三十里，往那里带去，见的日子有呢。
宝玉,这里好！
秦氏,我这屋子大约神仙也可以住得了。
宝玉,这个去处有趣，我就在这里过一生，纵然失了家也愿意，强如天天被父母师傅打呢。
宝玉,神仙姐姐不知从那里来，如今要往那里去？也不知这是何处，望乞携带携带。
仙姑,吾居离恨天之上，灌愁海之中，乃放春山遣香洞太虚幻境警幻仙姑是也：司人间之风情月债，掌尘世之女怨男痴．因近来风流冤孽，缠绵于此处，是以前来访察机会，布散相思．今忽与尔相逢，亦非偶然．此离吾境不远，别无他物，仅有自采仙茗一盏，亲酿美酒一瓮，素练魔舞歌姬数人，新填《红楼梦》仙曲十二支，试随吾一游否？
宫,孽海情天
宝玉,原来如此．但不知何为`古今之情-，何为`风月之债-？从今倒要领略领略。
有几,痴情司
仙姑,此各司中皆贮的是普天之下所有的女子过去未来的簿册，尔凡眼尘躯，未便先知的。
仙姑,也罢，就在此司内略随喜随喜罢了。
厨上封条,金陵十二钗正册
宝玉,何为`金陵十二钗正册-？
警幻,即贵省中十二冠首女子之册，故为`正册。
宝玉,常听人说，金陵极大，怎么只十二个女子？如今单我家里，上上下下，就有几百女孩子呢。
警幻,贵省女子固多，不过择其紧要者录之．下边二厨则又次之．余者庸常之辈，则无册可录矣。
仙姑,且随我去游玩奇景，何必在此打这闷葫芦！
警幻,你们快出来迎接贵客！
几个仙子,我们不知系何`贵客-，忙的接了出来！姐姐曾说今日今时必有绛珠妹子的生魂前来游玩，故我等久待．何故反引这浊物来污染这清净女儿之境？
警幻,你等不知原委：今日原欲往荣府去接绛珠，适从宁府所过，偶遇宁荣二公之灵，嘱吾云：`吾家自国朝定鼎以来，功名奕世，富贵传流，虽历百年，奈运终数尽，不可挽回者．故遗之子孙虽多，竟无可以继业．其中惟嫡孙宝玉一人，禀性乖张，生性怪谲，虽聪明灵慧，略可望成，无奈吾家运数合终，恐无人规引入正．幸仙姑偶来，万望先以情欲声色z等事警其痴顽，或能使彼跳出迷人圈子，然后入于正路，亦吾兄弟之幸矣．-如此嘱吾，故发慈心，引彼至此．先以彼家上中下三等女子之终身册籍，令彼熟玩，尚未觉悟，故引彼再至此处，令其再历饮馔声色之幻，或冀将来一悟，亦未可知也。
警幻,此香尘世中既无，尔何能知！此香乃系诸名山胜境内初生异卉之精，合各种宝林珠树之油所制，名`群芳髓。
警幻,此茶出在放春山遣香洞，又以仙花灵叶上所带之宿露而烹，此茶名曰`千红一窟。
宝玉,此酒乃以百花之蕊，万木之汁，加以麟髓之醅，凤乳之ш酿成，因名为`万艳同杯。
警幻,就将新制《红楼梦》十二支演上来。
警幻,此曲不比尘世中所填传奇之曲，必有生旦净末之则，又有南北九宫之限．此或咏叹一人，或感怀一事，偶成一曲，即可谱入管弦．若非个中人，不知其中之妙．料尔亦未必深明此调．若不先阅其稿，后听其歌，翻成嚼蜡矣。
警幻,痴儿竟尚未悟！
警幻,尘世中多少富贵之家，那些绿窗风月，绣阁烟霞，皆被淫污纨э与那些流荡女子悉皆玷辱．更可恨者，自古来多少轻薄浪子，皆以`好色不淫-为饰，又以`情而不淫-作案，此皆饰非掩丑之语也．好色即淫，知情更淫．是以巫山之会，云雨之欢，皆由既悦其色，复恋其情所致也．吾所爱汝者，乃天下古今第一淫人也
宝玉,仙姑差了．我因懒于读书，家父母尚每垂训饬，岂敢再冒`淫-字．况且年纪尚小，不知`淫-字为何物。
警幻,非也．淫虽一理，意则有别．如世之好淫者，不过悦容貌，喜歌舞，调笑无厌，云雨无时，恨不能尽天下之美女供我片时之趣兴，此皆皮肤淫滥之蠢物耳．如尔则天分中生成一段痴情，吾辈推之为`意淫-．`意淫-二字，惟心会而不可口传，可神通而不可语达．汝今独得此二字，在闺阁中，固可为良友，然于世道中未免迂阔怪诡，百口嘲谤，万目睚眦．今既遇令祖宁荣二公剖腹深嘱，吾不忍君独为我闺阁增光，见弃于世道，是以特引前来，醉以灵酒，沁以仙茗，警以妙曲，再将吾妹一人，乳名兼美字可卿者，许配于汝．今夕良时，即可成姻．不过令汝领略此仙闺幻境之风光尚如此，何况尘境之情景哉？而今后万万解释，改悟前情，留意于孔孟之间，委身于经济之道。
警幻,快休前进，作速回头要紧！
宝玉,此系何处？
警幻,此即迷津也．深有万丈，遥亘千里，中无舟楫可通，只有一个木筏，乃木居士掌舵，灰侍者撑篙，不受金银之谢，但遇有缘者渡之．尔今偶游至此，设如堕落其中，则深负我从前谆谆警戒之语矣。
宝玉,可卿救我！
袭人,宝玉别怕，我们在这里！
秦氏,我的小名这里从没人知道的，他如何知道，在梦里叫出来？
宝玉,好姐姐，千万别告诉人。
袭人,你梦见什么故事了？是那里流出来的那些脏东西？
宝玉,一言难尽。
小小一,姑爷，你别嗔着我多嘴．咱们村庄人，那一个不是老老诚诚的，守多大碗儿吃多大的饭．你皆因年小的时候，托着你那老家之福，吃喝惯了，如今所以把持不住．有了钱就顾头不顾尾，没了钱就瞎生气，成个什么男子汉大丈夫呢！如今咱们虽离城住着，终是天子脚下．这长安城中，遍地都是钱，只可惜没人会去拿去罢了．在家跳蹋会子也不中用。
狗儿,你老只会炕头儿上混说，难道叫我打劫偷去不成？
刘姥姥,谁叫你偷去呢．也到底想法儿大家裁度，不然那银子钱自己跑到咱家来不成？
狗儿,有法儿还等到这会子呢．我又没有收税的亲戚，作官的朋友，有什么法子可想的？便有，也只怕他们未必来理我们呢！
刘姥姥,这倒不然．谋事在人，成事在天．咱们谋到了，看菩萨的保佑，有些机会，也未可知．我倒替你们想出一个机会来．当日你们原是和金陵王家连过宗的，二十年前，他们看承你们还好，如今自然是你们拉硬屎，不肯去亲近他，故疏远起来．想当初我和女儿还去过一遭．他们家的二小姐着实响快，会待人，倒不拿大．如今现是荣国府贾二老爷的夫人．听得说，如今上了年纪，越发怜贫恤老，最爱斋僧敬道，舍米舍钱的．如今王府虽升了边任，只怕这二姑太太还认得咱们．你何不去走动走动，或者他念旧，有些好处，也未可知．要是他发一点好心，拔一根寒毛比咱们的腰还粗呢。
